Artigo:,Autor:,Página,Edição:,Categoria:,Componentes:,Notas:,Data:
Amplificador de Alta Qualidade,,3,21,,,,
Faça Você um Circuito Impresso,,10,21,,,,
Transistores para Aplicações Profissionais – Transistores para RF (Transmissão),,13,21,,,"Ibrape, abril de 1972",
10 Circuitos Osciladores com Acoplamento por Emissor,,18,21,,,,
Audiovisão – Um Conceito de Nosso Tempo,,23,21,,,,
Transceptor para 27 MHz,,26,21,,,,
Nova Aparelhagem de Baixa Capacidade e Frequência Ultra Alta para Ligações Radiofônicas Entre Dois Pontos,,27,21,,,Nota,
Tabela Útil – Equivalentes Decimais e Métricos da Polegada,,30,21,,,,
Cinescópios para TV a Cores – A63-11X,,32,21,,,Dados técnicos,
Letras Designativas das Faixas de R.F.,,33,21,,,,
Receptor Transistorizado,,35,21,,,,
Feira Eletrônica,,37,21,,,,
Cartas dos Leitores,,38,21,,,,
Bônus da UNESCO (IBECC),,39,21,,,,
Indicador Profissional,,40,21,,,,
Amplificadores Modulares,,41,21,,,"EMI Electronics ""TMI-SOUND"" (nota)",
Diodos de Gálio,,1,22,,,Nota; LED verde e azul,
Os Transistores de Efeito de Campo (FET),,4,22,,,,
Impulsos do Transformador de MAT (Flyback),,6,22,,,,
Fieiras e Correspondência em Frações de Polegadas e de Milímetros,,8,22,,,,
Amplificador de 35 W Transistorizado,,9,22,,,,
Diodos para Sinal e Retificação,,10,22,,,Ibrape; dados técnicos,
Traçamento de Sinais com o V.O.M.,,12,22,,,,
Lista das Estações de Ondas Curtas (DX),,17,22,,,,
Desfile de Circuitos – Philips,,20,22,,,,
Fechadura Digital,Luís Ferreira,22,22,,,"De ""Selecções de Rádio""",
Receptor de 4 Transistores,,31,22,,,Protótipo da Philco Rádio e Televisão,
Passado... Presente... e Perspectivas,,35,22,,,Condensado do boletim CEDEL; 2ª e última parte,
Livros em Revista,A. Fanzeres,39,22,,,,
Indicador Profissional,,40,22,,,,
Editorial,A. Fanzeres,1,27,,,,
Pisca-Pisca de Neon,,3,27,,,,
Tiristores – Princípio de Funcionamento e Circuitos Práticos,L. W. Owers,4,27,,,"Do livro ""Thyristors"" (Mullard Ltd.)",
Modulação em Grade Auxiliar,,6,27,,6U8,,
Atenuador,,7,27,,,,
Mini-Difusora,,8,27,,,Pequeno transmissor,
"Antena ""Quebra-Galho"" para TV",,9,27,,,,
Sintonizador de FM,,10,27,,,A válvulas,
Um Sistema Revolucionário de Antenas para TV,,12,27,,,RCA (nota),
Relação dos Transformadores de Saída,,13,27,,,Tabela,
Algumas Considerações Sobre Circuitos RC,,14,27,,,,
Interruptor de Toque,,18,27,,,,
Justa Homenagem,,22,27,,,A um batalhador da instauração da FM no Brasil (nota),
Amplificador de Ampla Faixa,,23,27,,,,
Um Medidor de Mergulho,,26,27,,,Dip meter,
Unidade Tremolo,,27,27,,,,
Controle de Tonalidade Variável,,28,27,,,,
Um Divisor de Construção Caseira,,29,27,,,,
Compressor-Preamplificador,,30,27,,,,
Videotelefone,,31,27,,,"Siemens ""videoset 101"" (nota)",
Medidas em um Amplificador de Áudio,,32,27,,,,
Comparador de Luz,,33,27,,LDR,,
Um Amplificador Simples,,34,27,,BC148C,,
Livros em Revista,A. Fanzeres,35,27,,,,
Transistores de Silício Philco,,36,27,,,Dados técnicos,
América do Sul Compra Marconi,,40,27,,,Nota,
Nossa Capa,,1,29,,,"Aniversário de fundação da cidade (Foto GE); nota ""10 Nanosegundos"" (memórias Motorola)",
Editorial,A. Fanzeres,1,29,,,,
Uau-Uau Transistorizado,,2,29,,,,
Lista das Estações de Ondas Curtas Recebidas no Posto de Escuta de RTV (DX),,3,29,,,,
Barras Devido a Zumbido,,6,29,,,Manutenção de TV; Sylvania,
Luz Verde,,12,29,,,LED verde Siemens (nota),
Recepção Estéreo Multiplex,,13,29,,,,
Milivoltímetro para Corrente Alternada,,22,29,,,,
Relé para Circuito Impresso,,25,29,,,Leach (nota),
Pisca-Pisca para Lâmpada,,26,29,,,,
Metrônomo,,28,29,,,,
Sirena Eletrônica,,30,29,,,,
Expansão da Optoeletrônica,,33,29,,,,
Indicador Profissional,,38,29,,,,
Cartas dos Leitores,,39,29,,,,
Livros em Revista,A. Fanzeres,40,29,,,,
Editorial,A. Fanzeres,1,31,,,,
Receptor com 3 Transistores,,2,31,,,"Circuito ""reflex""; recepção em alto-falante",
Hi-Fi Econômica,,5,31,,,"4 a 12,2 W conforme a tensão de alimentação",
Um Conversor para Ondas Curtas,,6,31,,,,
Fonte de Voltagem Regulável,,12,31,,,,
Amplificador Ampli-Banda,,16,31,,,Amplificador de vídeo (ampla banda),
Voltímetro de Alta Impedância,,18,31,,,,
Desfile de Circuitos,,20,31,,,Receptor multifaixa,
Transmissor Clássico 100 W,,23,31,,,A válvulas,
Mini-Transmissor,,25,31,,,,
Microfone Indutivo,,26,31,,,,
Uma Solução Econômica para Ensaio de Receptores de Comunicações VHF-UHF,,29,31,,,Nota,
Gerador Dente de Serra,,36,31,,,Com lâmpadas neon,
Cromatógrafo,,1,44,,,Análise automática de cromatogramas (nota),
Transmissor de 3 Faixas,,3,44,,,,
Medidor de Intensidade de Campo,,6,44,,,,
Regenerativo para Ondas Curtas,,10,44,,,1.760 kHz a 15 MHz,
Servidor Eletrônico,,14,44,,,"Programador horário para TV, rádio, luz",
Capacitores Eletrolíticos de Alumínio,,22,44,,,2ª e última parte,
Rejuvenecedor,,31,44,,,B&K Dynascan; cinescópios (nota),
Medidor Holográfico,,32,44,,,Rofin Ltd. (nota),
Relé Fônico,Roberto Ferrari,34,44,,,Colaboração de leitor (Génova),
"Datilografia Agora Mais Fácil, com Ajuda da Eletrônica",,35,44,,,Philips; Didacta International (nota),
Capacímetro LABO,,37,44,,,Nota,
Multímetro Digital,,38,44,,,Keithley Instruments (nota),
Livros em Revista,A. Fanzeres,39,44,,,,
Câmara Anaecoica,,1,45,,,Gradiente (nota),
Bongô & Surdo Eletrônico,,2,45,,,,
Receptor para a Faixa do Cidadão,,4,45,,,,
Circuitos de Alta Voltagem para TVC,,8,45,,,,
Letras Comumente Usadas para Designar as Bandas de Rádio-Frequência,,19,45,,,,
Pré-Amplificador para Válvula,,20,45,,,,
Interfone com Integrado,Angelo Montanari,26,45,,TBA800,De Nuova Elettronica,
Detalhe de Microfone,,27,45,,,E. F. Johnson (nota),
Unidade para Controle de Tonalidade,,28,45,,,,
Circuitos RC – Algumas Aplicações,,30,45,,,,
Diodos – De Aplicação Amadorística,,32,45,,,,
Gerador de F.I.,,33,45,,,,
Calibrador para Osciloscópio,,35,45,,,,
Varicaps – Versatilidade e Economia de Espaço,,36,45,,,Nota,
Teste para Diodos e Tiristores,,37,45,,DTT 1009,GEC Rectifiers Ltd. (nota),
Feira Eletrônica,,38,45,,,,
Livros em Revista,A. Fanzeres,40,45,,,,
Editorial,A. Fanzeres,1,46,,,,
Circuitos Integrados RTL,,2,46,,,Inclui glossário de terminologia lógico/numérica,
Gerador de Frequência Constante,,11,46,,,Bendix; 400 Hz (nota),
Secção do Estudante – Boletim Técnico Informativo Icotron – Divisores de Frequência,,12,46,,,,
Conversores Transistorizados,,13,46,,,6/12 V para 115 V,
Estabilização de Temperatura,,14,46,,,,
BFO – Para Recepções de CW e SSB,,18,46,,,,
Filtragem Eletrônica,,19,46,,,,
Dobrador de Frequência,,20,46,,,,
Controle de Tráfego,,21,46,,,Nota,
Pré para Gravador,,22,46,,BC108,,
Injetor de Sinal,,23,46,,,,
Fonte de Alimentação para o Experimentador,,24,46,,BDX18,"0 a 30 V, 200 mA, estabilizada",
Fonte Estabilizada com Proteção Contra Curtos,,28,46,,,9 V,
Feira Eletrônica,,36,46,,,,
Livros,A. Fanzeres,38,46,,,,
Protetores para Transientes,,39,46,,,Dale Electronics Inc. (nota),
Indicador Profissional,,40,46,,,,
Editorial,A. Fanzeres,1,50,,,,
Eletrônica Ajuda Exames Físicos,,1,50,,,Siemens; medição de fluxo respiratório (nota),
Antena Cubi-Quad para 144 MHz,,2,50,,,,
Injetor de Sinal,,6,50,,,,
Amplificador de Antena,,9,50,,,,
Misturador 4 Canais,,10,50,,,,
Amplificador de Laboratório,,12,50,,,,
Indicador de Balanceamento para Estéreo,,15,50,,,,
"Atenuador Eletrônico ""Motorola MC 3340P""",,16,50,,MC3340P,,
Pré-Amplificador para Osciloscópio de Banda Larga com Transistores de Efeito de Campo,,18,50,,,,
VFO para a Faixa do Cidadão,,21,50,,,De Nuova Elettronica,
Caixa Binária de Resistores,,24,50,,,,
Amplificador de Poder Versátil,,27,50,,,Com circuito integrado,
Detetor de Presença,,30,50,,,,
Indicador de Direção para Moto,,32,50,,,,
Feira Eletrônica,,35,50,,,,
Choques de Radiofrequência,,36,50,,,,
Aumentando a Sensibilidade dos Relés,,38,50,,,,
Livros,A. Fanzeres,39,50,,,,
Indicador Profissional,,40,50,,,,
Ohmmetro com LED,,1,53,,,Ponte de Wheatstone com LEDs e transistores,
"Circuitos Lógicos ""LOCMOS""",,3,53,,,Philips,
Intervaladores,,8,53,,BRY39,Do boletim de aplicações da Mullard Ltd.,
Sirena Modulada,,12,53,,,,
Onde Encontrar Semicondutores,,16,53,,,Guia de firmas,
Semicondutores – Dados Técnicos,,17,53,,,"Icotron/Ibrape: zener, transistores, triacs, SCR",
Circuitos Integrados TTL – Características,,26,53,,,,
Hospital na China,,30,53,,,Sistema de monitoragem de pacientes (nota),
Pré-Amplificador de Antena,,31,53,,,"Baseado em ideia de ""Radio Plans""",
Sintetizador de Frequências,,32,53,,,Para telecomunicações e Faixa do Cidadão,
Cartas,A. Fanzeres,33,53,,,,
Indicador Profissional,,37,53,,,,
Livros em Revista,A. Fanzeres,38,53,,,,
Feira Eletrônica,,39,53,,,,
Novos Retificadores Motorola,,1,54,,,Série Schottky Barrier (nota),
Multivibrador,A. Fanzeres,2,54,,,,
Transistor Epitaxial de Silício,,6,54,,"BU406, BU407",SGS/ATES (nota),
"Icotron – Capacitores de Poliéster Metalizado ""Schiko-Poliéster""",,8,54,,,Nota,
Equivalência de Circuitos Integrados,,10,54,,,Fairchild/National,
RCA Entra no Mercado do Vídeo Cassette,,14,54,,,Nota,
Temporizador com 1 Transistor,,15,54,,,,
Pré-Controle de Tonalidade,,16,54,,,,
Teste para Transistores,,17,54,,Engro 462,,
Testando Transistores,,18,54,,,Com VOM,
Som para Guitarra,Berti Giovanni,19,54,,,"""Distorcionador""",
Desfile de Circuitos,,20,54,,BF255,,
Circuito Multivibrador,,22,54,,,Injetor de sinais,
Traçador de Sinais,,23,54,,,,
Perfis de Ondas,,24,54,,,,
Voltímetro de Áudio,,25,54,,,,
Interruptores Automáticos de Iluminação,,26,54,,,Com fotocélula,
Capacímetro de Leitura Direta,,27,54,,,A válvulas,
Oscilador a Cristal,,29,54,,,,
Cartas,A. Fanzeres,30,54,,,,
Feira Eletrônica,,35,54,,,,
Indicador Profissional,,39,54,,,,
Livros em Revista,A. Fanzeres,40,54,,,,
Osciladores de Vertical,,1,55,,,TV; oscilador de bloqueio ou multivibrador,
Rádio SEMP,,5,55,,,Nota,
Pisca-Pisca Automático,,8,55,,,Só funciona quando escurece,
Controle Ativo de Tonalidades,,13,55,,,,
Teste para TV a Cores (Sistema PAL),,14,55,,Dynascan 1077B,Nota,
Brasil Deverá Exportar 4 Bilhões de Dólares em Manufaturados,,15,55,,,Philips (nota),
Pré-Amplificador de Grande Ganho,,16,55,,,,
Filtro Passa-Banda,,17,55,,,,
Gerador de Onda Quadrada,,18,55,,,Pode servir como injetor de sinais,
"Sistema ""Pyramid""",,19,55,,,Método de aprendizagem (nota),
Watímetro de Baixa Frequência,,22,55,,,0 a 16 W,
"Diodos Ibrape – Áudio, Rádio, TV, Telefonia; Retificadores",,23,55,,,Dados técnicos,
Diodos para Sintonizadores TV-FM,,25,55,,"BB105, BA102",Varactores,
Cartas,A. Fanzeres,30,55,,,,
Feira Eletrônica,,38,55,,,,
Indicador Profissional,,39,55,,,,
Livros em Revista,A. Fanzeres,40,55,,,,
Editorial,A. Fanzeres,1,57,,,,
Receptor Controlado por Microprocessador,,3,57,,,Sistemas híbridos,
Spacelab 11 – Ano 1981,,8,57,,,Nota,
Embratel Já Emprega Computador na Retransmissão Telegráfica,,9,57,,,Nota,
Redifom Fornece ao Brasil,,11,57,,,Comunicações de estações costeiras (nota),
Fonte Regulada,,16,57,,,Bio-Rad Laboratories (nota),
Transmissor de FM,,17,57,,,75 a 150 MHz,
Nova Câmara Anaecóica,,18,57,,,Plessey Co. / Hawker Siddeley Dynamics (nota),
Divisor de Frequências – 3 Canais,,19,57,,,,
Transmissor Miniatura para Estudo do Cérebro,,21,57,,,M.I.T. (nota),
Amplificador para Guitarra Elétrica,,22,57,,,Com circuito integrado,
Pequeno Transmissor AM,,24,57,,,,
Lâmpada sem Piscamento,,28,57,,,Sikafit (nota),
Capacitores de Poliéster Metalizado,,30,57,,,Icotron; dados técnicos,
Cartas,A. Fanzeres,34,57,,,,
Livros,A. Fanzeres,40,57,,,,
O Cristal,,2,58,,"T413N, 7490N, BC207",Inclui provador de cristal,
"""Música"" Psicodélica",Arsênio Spadoni,7,58,,SN74L04,,
Pré-Amplificador Equalizador para Fita,,14,58,,,,
Pré com 3 Entradas,,15,58,,µA741,,
Controle de Tonalidade,,17,58,,,Tipo Baxandall,
Secção do Estudante – Cálculo Simplificado de Capacitores de Filtro para Fontes de Alimentação,,18,58,,,,
Capacitores Eletrolíticos Axiais/Unilaterais – Os Preferenciais,,19,58,,,Icotron,
Amplificador de 10 W,,20,58,,,,
Gerador com 8 Barras Coloridas,,22,58,,SPG-08,Para TV a cores PAL-M/NTSC,
Seção do Estudante – Capacitores Eletrolíticos de Alumínio,,24,58,,,,
"""O Comunicador""",,26,58,,M-301,Kit para intercomunicadores,
Secção do Estudante – Acoplamento e Desacoplamento,,28,58,,,,
TBA570 – Um CI Muito Versátil,,31,58,,TBA570,,
"Estabilização ""Integrada""",,32,58,,TBA281,,
Amplificador Estereofônico 25 + 25W com Transistores Darlington,,33,58,,"BD262, BD263",,
Diodos de Silício para Retificação de Potência,,36,58,,,Dados técnicos,
Agora Mais Potente,,37,58,,,CI de áudio de 2W,
Faixa do Cidadão Grundig,,38,58,,CBM 1000,Nota,
Cartas,A. Fanzeres,39,58,,,,
Livros,A. Fanzeres,40,58,,,,
