Artigo:,Autor:,Página,Edição:,Categoria:,Componentes:,Notas:,Data:
TVKX – Uma Questão de Opinião,Jaime Gonçalves de Moraes Filho,46,2021-02,,,,Fevereiro/2021
O Primeiro Voltímetro a Gente Nunca Esquece,Paulo Brites,52,2021-02,,,,Fevereiro/2021
Projeto de Fonte de Alimentação em Corrente Contínua Com Regulador Linear – Parte VI,Álvaro Neiva,58,2021-02,,,,Fevereiro/2021
Fundamentos de Eletrônica – Parte VI,Alfredo Manhães,72,2021-02,,,,Fevereiro/2021
Projeto de Pré-amplificadores e Equalizadores RIAA Para Toca-Discos – Parte VI,Álvaro Neiva,80,2021-02,,,,Fevereiro/2021
Análise do Amplificador Tarkus TP2170,Marcelo Yared,91,2021-02,,,,Fevereiro/2021
ANTENNA – Uma História – Capítulo III,Jaime Gonçalves de Moraes Filho,3,2021-03,,,,Março/2021
Experimentos com o Arduino Virtual,João Alexandre Silveira,6,2021-03,,,,Março/2021
CQ-RADIOAMADRES – Tecnologia Facilita Cálculo de Antenas,Ademir – PT9HP,17,2021-03,,,,Março/2021
Projetando um Estágio Seguidor de Catodo,Álvaro Neiva,20,2021-03,,,,Março/2021
O Novo Mundo do Áudio Digital,João Yazbek,40,2021-03,,,,Março/2021
TVKX – Formigas na Cama,Jaime Gonçalves de Moraes Filho,43,2021-03,,,,Março/2021
O Primeiro VOM a Gente Nunca Esquece,Paulo Brites,49,2021-03,,,,Março/2021
Projeto de Fonte de Alimentação em Corrente Contínua Com Regulador Linear – Parte VII,Álvaro Neiva,55,2021-03,,,,Março/2021
Projeto de Pré-amplificadores e Equalizadores RIAA Para Toca-Discos – Parte VII,Álvaro Neiva,70,2021-03,,,,Março/2021
Amplificador Para Fones. Ou será mais?,Álvaro Neiva,79,2021-03,,,,Março/2021
Análise do Amplificador Tonos ST-200,Marcelo Yared,95,2021-03,,,,Março/2021
"Construa Um Amplificador em Classe A, Para Algo Mais",Marcelo Yared,107,2021-03,,,,Março/2021
Fundamentos de Eletrônica – Parte VII,Alfredo Manhães,122,2021-03,,,,Março/2021
MEMÓRIA – Lou Ottens,Marcelo Yared,131,2021-03,,,,Março/2021
ANTENNA – Uma História – Capítulo IV,Jaime Gonçalves de Moraes Filho,3,2021-04,,,,Abril/2021
ARDUINO – Um Guia Básico Para Iniciantes,João Alexandre Silveira,7,2021-04,,,,Abril/2021
CQ-RADIOAMADORES – PIXIE – Transceptor QRP de CW,Ademir – PT9HP,19,2021-04,,,,Abril/2021
O Novo Mundo do Áudio Digital Parte III,João Yazbek,21,2021-04,,,,Abril/2021
TVKX – Sumiços,Jaime Gonçalves de Moraes Filho,24,2021-04,,,,Abril/2021
O Primeiro Capacímetro a Gente Nunca Esquece,Paulo Brites,29,2021-04,,,,Abril/2021
Projeto de Fonte de Alimentação em Corrente Contínua Com Regulador Linear – Parte VIII,Álvaro Neiva,33,2021-04,,,,Abril/2021
Projeto de Pré-amplificadores e Equalizadores RIAA Para Toca-Discos – Parte VIII,Álvaro Neiva,50,2021-04,,,,Abril/2021
Amplificador Para Fones. Ou Será Mais? Parte II,Álvaro Neiva,58,2021-04,,,,Abril/2021
Restauração do Toca-Discos Pioneer PL-530,Alfredo Manhães,65,2021-04,,,,Abril/2021
"Construa Um Amplificador em Classe A, Para Algo Mais Parte II",Marcelo Yared,91,2021-04,,,,Abril/2021
Análise do Amplificador Advance Acoustic MAA 406,Marcelo Yared,107,2021-04,,,,Abril/2021
Logotipos de Semicondutores e de Circuitos Integrados,Marcelo Yared,115,2021-04,,,,Abril/2021
ANTENNA – Uma História – Capítulo V,Jaime Gonçalves de Moraes Filho,3,2021-05,,,,Maio/2021
Faça Experimentos Com Uma Interface Homem-Máquina,João Alexandre Silveira,7,2021-05,,,,Maio/2021
CQ-RADIOAMADORES – Programa Para Cálculos de Antenas Loop,Ademir – PT9HP,18,2021-05,,,,Maio/2021
O Novo Mundo do Áudio Digital - Parte IV,João Yazbek,20,2021-05,,,,Maio/2021
Projeto de Pré-amplificadores e Equalizadores RIAA Para Toca-Discos – Parte IX,Álvaro Neiva,23,2021-05,,,,Maio/2021
TVKX – TV Molhado,Jaime Gonçalves de Moraes Filho,29,2021-05,,,,Maio/2021
A Primeira Lâmpada Série a Gente Nunca Esquece,Paulo Brites,34,2021-05,,,,Maio/2021
Projeto de Fonte de Alimentação em Corrente Contínua Com Regulador Linear – Parte IX,Álvaro Neiva,40,2021-05,,,,Maio/2021
O Som do Cinema – Uma Breve História Parte I,Alfredo Manhães,50,2021-05,,,,Maio/2021
Amplificador Para Fones. Ou Será Mais? Parte III,Álvaro Neiva,61,2021-05,,,,Maio/2021
Análise do Amplificador Integrado CCE SA6060,Marcelo Yared,68,2021-05,,,,Maio/2021
Módulo Amplificador em Classe D IRS2092,Marcelo Yared,87,2021-05,,,,Maio/2021
ANTENNA – Uma História – Capítulo VI,Jaime Gonçalves de Moraes Filho,3,2021-06,,,,Junho/2021
CQ-RADIOAMADORES – AMECO AC-1 - As Delícias de Um Kit de Transmissor Valvulado Para CW,Ademir – PT9HP,7,2021-06,,,,Junho/2021
Pré-Amplificadores e Processadores,João Yazbek,10,2021-06,,,,Junho/2021
Projeto de Pré-amplificadores e Equalizadores RIAA Para Toca-Discos – Parte X,Álvaro Neiva,17,2021-06,,,,Junho/2021
TVKX – O Sonho,Jaime Gonçalves de Moraes Filho,25,2021-06,,,,Junho/2021
O Primeiro Artigo Para Antenna a Gente Nunca Esquece,Paulo Brites,31,2021-06,,,,Junho/2021
Calculando Circuitos Integradores e Diferenciadores,Paulo Brites,33,2021-06,,,,Junho/2021
Projeto de Fonte de Alimentação em Corrente Contínua Com Regulador Linear – Parte X,Álvaro Neiva,40,2021-06,,,,Junho/2021
O Som do Cinema – Uma Breve História Parte II,Alfredo Manhães,45,2021-06,,,,Junho/2021
Amplificador Para Fones. Ou Será Mais? Parte IV,Álvaro Neiva,59,2021-06,,,,Junho/2021
Análise do Amplificador Cygnus PA 800,Marcelo Yared,70,2021-06,,,,Junho/2021
Análise do Ampliceptor Marantz 2600,Marcelo Yared,81,2021-06,,,,Junho/2021
ANTENNA – Uma História – Capítulo VII,Jaime Gonçalves de Moraes Filho,3,2021-07,,,,Julho/2021
CQ-RADIOAMADORES – Interface Para Modos Digitais em Rádios Faixa do Cidadão,Ademir – PT9HP,6,2021-07,,,,Julho/2021
Caixas Acústicas e Alto-Falantes,João Yazbek,12,2021-07,,,,Julho/2021
Projeto de Pré-amplificadores e Equalizadores RIAA Para Toca-Discos – Parte XI,Álvaro Neiva,15,2021-07,,,,Julho/2021
TVKX – A Cola Amarela,Jaime Gonçalves de Moraes Filho,30,2021-07,,,,Julho/2021
Uma Versátil Fonte de Alimentação para a Bancada de Eletrônica do Experimentador,João Alexandre da Silveira,36,2021-07,,,,Julho/2021
Loudness – Uma História - Parte I,Álvaro Neiva,45,2021-07,,,,Julho/2021
Não Jogue No Lixo,Paulo Brites,65,2021-07,,,,Julho/2021
O Som do Cinema – Uma Breve História Parte III,Alfredo Manhães,70,2021-07,,,,Julho/2021
Amplificador Para Fones. Ou Será Mais? Parte V,Álvaro Neiva,87,2021-07,,,,Julho/2021
Análise do Amplificador Quasar QA-7070X,Marcelo Yared,98,2021-07,,,,Julho/2021
ANTENNA – Uma História – Capítulo VIII,Jaime Gonçalves de Moraes Filho,4,2021-08,,,,Agosto/2021
CQ-RADIOAMADORES – Configurando Programas Para Modos Digitais,Ademir – PT9HP,7,2021-08,,,,Agosto/2021
Caixas Acústicas e Alto-Falantes - II,João Yazbek,16,2021-08,,,,Agosto/2021
Projeto de Pré-amplificadores e Equalizadores RIAA Para Toca-Discos – Parte XII,Álvaro Neiva,22,2021-08,,,,Agosto/2021
TVKX – O Palpiteiro,Jaime Gonçalves de Moraes Filho,27,2021-08,,,,Agosto/2021
Loudness – Uma História - Parte II,Álvaro Neiva,32,2021-08,,,,Agosto/2021
Não Jogue No Lixo,Paulo Brites,47,2021-08,,,,Agosto/2021
Análise do Amplificador SAE 2200,Marcelo Yared,51,2021-08,,,,Agosto/2021
Fundamentos da Eletrônica VIII - Eletromagnetismo,Alfredo Manhães,65,2021-08,,,,Agosto/2021
Recuperando um Amplificador da Década de 1970,Marcelo Yared,77,2021-08,,,,Agosto/2021
ANTENNA – Uma História – Capítulo IX,Jaime Gonçalves de Moraes Filho,3,2021-09,,,,Setembro/2021
CQ-RADIOAMADORES – Oscilador para Treinamento de CW,Ademir – PT9HP,6,2021-09,,,,Setembro/2021
Caixas Acústicas e Alto-Falantes - III,João Yazbek,8,2021-09,,,,Setembro/2021
Projeto de Pré-amplificadores e Equalizadores RIAA Para Toca-Discos – Parte XIII,Álvaro Neiva,11,2021-09,,,,Setembro/2021
TVKX – Simples Assim,Jaime Gonçalves de Moraes Filho,24,2021-09,,,,Setembro/2021
Não Jogue No Lixo – Aproveitando Fontes ATX,Paulo Brites,29,2021-09,,,,Setembro/2021
Fundamentos da Eletrônica – IX – Eletricidade e Magnetismo,Alfredo Manhães,38,2021-09,,,,Setembro/2021
Recuperando um Amplificador da Década de 1970 – Parte II,Marcelo Yared,45,2021-09,,,,Setembro/2021
Análise do Amplificador Integrado CSR Lanner 9280,Marcelo Yared,51,2021-09,,,,Setembro/2021
Teste de Fator de Amortecimento em Amplificadores,Marcelo Yared,61,2021-09,,,,Setembro/2021
ANTENNA – Uma História – Capítulo X,Jaime Gonçalves de Moraes Filho,3,2021-10,,,,Outubro/2021
CQ-RADIOAMADORES – Acesse Repetidoras Nos 10 Metros Com Seu Voyage,Ademir – PT9HP,6,2021-10,,,,Outubro/2021
Divisores de Frequências,João Yazbek,10,2021-10,,,,Outubro/2021
Projeto de Pré-amplificadores e Equalizadores RIAA Para Toca-Discos – Parte XIV,Álvaro Neiva,13,2021-10,,,,Outubro/2021
TVKX – Simples Assim,Jaime Gonçalves de Moraes Filho,23,2021-10,,,,Outubro/2021
Um Filtro de Ponderação “Curva-A” Para a Bancada do Experimentador,Fábio Timi,29,2021-10,,,,Outubro/2021
"Considerações Práticas Sobre Eletrolíticos, ESR & Outros “Bichos”",Paulo Brites,39,2021-10,,,,Outubro/2021
"Loudness, Uma História - Parte III",Álvaro Neiva,46,2021-10,,,,Outubro/2021
Análise do Amplificador Nashville NA 2200 PRO,Marcelo Yared,51,2021-10,,,,Outubro/2021
Teste de Fator de Amortecimento em Amplificadores – Um Adendo,Marcelo Yared,65,2021-10,,,,Outubro/2021
ANTENNA – Uma História – Capítulo XI,Jaime Gonçalves de Moraes Filho,3,2021-11,,,,Novembro/2021
CQ-RADIOAMADORES – Caros e Escassos – Fim de Outra Era?,Ademir – PT9HP,6,2021-11,,,,Novembro/2021
Divisores de Frequências – Parte II,João Yazbek,8,2021-11,,,,Novembro/2021
Descomplicando a Eletrônica Digital,Paulo Brites,12,2021-11,,,,Novembro/2021
Projeto de Pré-amplificadores e Equalizadores RIAA Para Toca-Discos – Parte XV,Álvaro Neiva,22,2021-11,,,,Novembro/2021
TVKX – Feito Para Você,Jaime Gonçalves de Moraes Filho,27,2021-11,,,,Novembro/2021
Fundamentos de Eletrônica – Parte X,Alfredo Manhães,31,2021-11,,,,Novembro/2021
Construindo uma fonte de bancada com uma Fonte ATX - Parte II,Paulo Brites,40,2021-11,,,,Novembro/2021
Análise do Amplificador Integrado Technics SU-V303,Marcelo Yared,46,2021-11,,,,Novembro/2021
O inventor do Rádio: o Brasileiro Landell de Moura,Luiz Onofre Ribeiro,64,2021-11,,,,Novembro/2021
ANTENNA – Uma História – Capítulo XII,Jaime Gonçalves de Moraes Filho,2,2021-12,,,,Dezembro/2021
CQ-RADIOAMADORES – Ajuste de Bias no Cobra 148 GTL,Ademir – PT9HP,5,2021-12,,,,Dezembro/2021
O Canal Central e os Canais Surround,João Yazbek,11,2021-12,,,,Dezembro/2021
Descomplicando a Eletrônica Digital - Parte II,Paulo Brites,15,2021-12,,,,Dezembro/2021
Projeto de Pré-amplificadores e Equalizadores RIAA Para Toca-Discos – Parte XVI,Álvaro Neiva,23,2021-12,,,,Dezembro/2021
Experimentos com Python Para Técnicos em Eletrônica,João Alexandre Silveira,30,2021-12,,,,Dezembro/2021
TVKX – Tentativas e Erros,Jaime Gonçalves de Moraes Filho,42,2021-12,,,,Dezembro/2021
Análise do Amplificador Tonos (Dynaco) ST-120,Marcelo Yared,47,2021-12,,,,Dezembro/2021
Amplificador para Fones. Ou Será Mais? - Parte VI,Álvaro Neiva,56,2021-12,,,,Dezembro/2021
Análise de Um “Booster” Automotivo,Marcelo Yared,67,2021-12,,,,Dezembro/2021
Projeto de Fonte de Alimentação em Corrente Contínua Com Regulador Linear - Parte XII,Álvaro Neiva,81,2021-12,,,,Dezembro/2021
Fundamentos de Eletrônica – Parte XI,Alfredo Manhães,94,2021-12,,,,Dezembro/2021
Construindo Uma Fonte de Bancada Com Uma Fonte ATX - Parte III,Paulo Brites,103,2021-12,,,,Dezembro/2021
ANTENNA – Uma História – Capítulo XIII,Jaime Gonçalves de Moraes Filho,2,2022-01,,,,Janeiro/2022
CQ-RADIOAMADORES – DX-Pedição em janeiro,Ademir – PT9HP,5,2022-01,,,,Janeiro/2022
As Conexões HDMI,João Yazbek,7,2022-01,,,,Janeiro/2022
Descomplicando a Eletrônica Digital - Parte III,Paulo Brites,14,2022-01,,,,Janeiro/2022
Projeto de Pré-amplificadores e Equalizadores RIAA Para Toca-Discos – Parte XVII,Álvaro Neiva,28,2022-01,,,,Janeiro/2022
TVKX – Zero a Zero,Jaime Gonçalves de Moraes Filho,46,2022-01,,,,Janeiro/2022
Análise do Amplificador Integrado Gradiente LAB 500,Marcelo Yared,51,2022-01,,,,Janeiro/2022
Como a McIntosh Sonorizou Woodstock,Alfredo Manhães,59,2022-01,,,,Janeiro/2022
Análise do Ampliceptor Greynolds LR3000,Marcelo Yared,70,2022-01,,,,Janeiro/2022
Experimentos com Python Para Técnicos em Eletrônica,João Alexandre Silveira,77,2022-01,,,,Janeiro/2022
Construindo Uma Fonte de Bancada Com Uma Fonte ATX - Parte IV,Paulo Brites,88,2022-01,,,,Janeiro/2022
ANTENNA – Uma História – Capítulo XIV,Jaime Gonçalves de Moraes Filho,2,2022-02,,,,Fevereiro/2022
"CQ-RADIOAMADORES – Fonte Ajustável de 1,5V a 30V e até 30A",Ademir – PT9HP,5,2022-02,,,,Fevereiro/2022
As Conexões HDMI – II,João Yazbek,13,2022-02,,,,Fevereiro/2022
Descomplicando a Eletrônica Digital - Parte IV,Paulo Brites,18,2022-02,,,,Fevereiro/2022
Alimentação Fantasma!,Álvaro Neiva,28,2022-02,,,,Fevereiro/2022
Característica de Gravação,Drance Amorim,35,2022-02,,,,Fevereiro/2022
Projeto de Pré-amplificadores e Equalizadores RIAA Para Toca-Discos – Parte XVIII,Álvaro Neiva,49,2022-02,,,,Fevereiro/2022
TVKX – Ares Marinhos,Jaime Gonçalves de Moraes Filho,53,2022-02,,,,Fevereiro/2022
Análise do Amplificador Cygnus PA400,Marcelo Yared,58,2022-02,,,,Fevereiro/2022
Experimentos com Python Para Técnicos em Eletrônica – Parte III,João Alexandre Silveira,67,2022-02,,,,Fevereiro/2022
Construindo Uma Fonte de Bancada Com Uma Fonte ATX - Parte IV,Paulo Brites,79,2022-02,,,,Fevereiro/2022
ANTENNA – Uma História – Capítulo XV,Jaime Gonçalves de Moraes Filho,2,2022-03,,,,Março/2022
CQ-RADIOAMADORES – Uma Base simples Para Operação Portátil,Ademir – PT9HP,5,2022-03,,,,Março/2022
Escolhendo Caixas Acústicas,João Yazbek,6,2022-03,,,,Março/2022
Semicondutores,Alfredo Manhães,9,2022-03,,,,Março/2022
Amplificador para Fones. Ou Será Mais? Parte VI - Final,Álvaro Neiva,16,2022-03,,,,Março/2022
TVKX – Telas e Mais Telas,Jaime Gonçalves de Moraes Filho,23,2022-03,,,,Março/2022
O Amplificador Spectro SQA 2060,Marcelo Yared,27,2022-03,,,,Março/2022
Experimentos com Python Para Técnicos em Eletrônica – Parte IV,João Alexandre Silveira,37,2022-03,,,,Março/2022
"Você sabe o que é hfe, hFE ou ß (beta)?",Paulo Brites,48,2022-03,,,,Março/2022
Montando o Pré RIAA PP3,Álvaro Neiva e Miguel Nabuco,55,2022-03,,,,Março/2022
O CONTROLE DE AUDIBILIDADE... trocado em miúdos,Oswaldo de Albuquerque Lima,70,2022-03,,,,Março/2022
ANTENNA – Uma História – Capítulo XVI,Jaime Gonçalves de Moraes Filho,2,2022-04,,,,Abril/2022
CQ-RADIOAMADORES – Medidores de ROE,Ademir – PT9HP,4,2022-04,,,,Abril/2022
Audição Crítica de Caixas Acústicas,João Yazbek,7,2022-04,,,,Abril/2022
Semicondutores,Alfredo Manhães,10,2022-04,,,,Abril/2022
Projeto de Pré-amplificadores e Equalizadores RIAA Para Toca-Discos - Parte XIX,Álvaro Neiva,21,2022-04,,,,Abril/2022
TVKX – Ponta-cabeça,Jaime Gonçalves de Moraes Filho,28,2022-04,,,,Abril/2022
Análise do Amplificador Integrado Model 360,Marcelo Yared,32,2022-04,,,,Abril/2022
Experimentos com Python Para Técnicos em Eletrônica – Parte V,João Alexandre Silveira,45,2022-04,,,,Abril/2022
Monte um Testador de Transistores Bipolares de Potência,Marcelo Yared,54,2022-04,,,,Abril/2022
"Transformador de Isolamento, Variac e Fonte DC Ajustável",Paulo Brites,73,2022-04,,,,Abril/2022
O Pequeno Notável,Álvaro Neiva e Miguel Nabuco,78,2022-04,,,,Abril/2022
ANTENNA – Uma História – Capítulo XVII,Jaime Gonçalves de Moraes Filho,2,2022-05,,,,Maio/2022
CQ-RADIOAMADORES – Instalando ou Registrando Arquivos OCX,Ademir – PT9HP,4,2022-05,,,,Maio/2022
Sistemas Estéreo ou Multicanal?,João Yazbek,8,2022-05,,,,Maio/2022
Não Jogue no Lixo – Baterias e Controles Remotos,Paulo Brites,11,2022-05,,,,Maio/2022
Amplificador para Fones. Ou será mais? Parte VIII,Álvaro Neiva,14,2022-05,,,,Maio/2022
TVKX – Nova Vida Nova,Jaime Gonçalves de Moraes Filho,20,2022-05,,,,Maio/2022
Análise do Ampliceptor Greynolds LR3000,Marcelo Yared,24,2022-05,,,,Maio/2022
Experimentos com Python Para Técnicos em Eletrônica – Parte VI,João Alexandre Silveira,34,2022-05,,,,Maio/2022
Monte um Testador de Transistores Bipolares de Potência - Parte II,Marcelo Yared,43,2022-05,,,,Maio/2022
Manual de Antenas para Radioamadores e Radiocidadãos - Parte I,Ademir – PT9HP,55,2022-05,,,,Maio/2022
"Transformador de Isolamento, Variac e Fonte DC Ajustável – O “Caixotão” - Parte II",Paulo Brites,61,2022-05,,,,Maio/2022
O Pequeno Notável - Parte II,Álvaro Neiva e Miguel Nabuco,67,2022-05,,,,Maio/2022
O Amplificador “Hi-End”,Marcelo Yared,73,2022-05,,,,Maio/2022
Montando o Pré RIAA PP3 – Parte II,Álvaro Neiva e Miguel Nabuco,82,2022-05,,,,Maio/2022
ANTENNA – Uma História – Capítulo XVIII,Jaime Gonçalves de Moraes Filho,2,2022-06,,,,Junho/2022
CQ-RADIOAMADORES – Monte Uma Quadra Cúbica de Alto Ganho para VHF,Ademir – PT9HP,4,2022-06,,,,Junho/2022
A Reprodução dos Discos de Vinil,João Yazbek,6,2022-06,,,,Junho/2022
SEMICONDUTORES - Tipos de Diodos e Suas Aplicações,Alfredo Manhães,9,2022-06,,,,Junho/2022
O Diálogo Entre Dois Sistemas de Mundos - O Multímetro Analógico e o Digital,Paulo Brites,19,2022-06,,,,Junho/2022
TVKX – O Mudinho,Jaime Gonçalves de Moraes Filho,30,2022-06,,,,Junho/2022
Análise do Pré-amplificador WB606,Marcelo Yared,34,2022-06,,,,Junho/2022
Experimentos com Python Para Técnicos em Eletrônica – Parte VII,João Alexandre Silveira,43,2022-06,,,,Junho/2022
Manual de Antenas para Radioamadores e Radiocidadãos - Parte II,Ademir – PT9HP,55,2022-06,,,,Junho/2022
O Pequeno Notável - Parte III,Álvaro Neiva e Miguel Nabuco,65,2022-06,,,,Junho/2022
"Transistores Falsos, Como Reconhecê-los? – Um adendo",Marcelo Yared,80,2022-06,,,,Junho/2022
Montando o Pré RIAA PP3 – Parte III,Álvaro Neiva e Miguel Nabuco,82,2022-06,,,,Junho/2022
Construa o Amplificador Superraiende MK-MCMLXV - Parte I,Marcelo Yared,92,2022-06,,,,Junho/2022
ANTENNA – Uma História – Capítulo XIX – O Futebol e o Rádio,Jaime Gonçalves de Moraes Filho,2,2022-07,,,,Julho/2022
CQ-RADIOAMADORES – Construção da Quadra Cúbica de Alto Ganho para VHF,Ademir – PT9HP,6,2022-07,,,,Julho/2022
Bluetooth Audio,João Yazbek,8,2022-07,,,,Julho/2022
MEMÓRIA - O Dolby,Alfredo Manhães,12,2022-07,,,,Julho/2022
TVKX – O TV do Pimpão,Jaime Gonçalves de Moraes Filho,22,2022-07,,,,Julho/2022
Análise do Pré-amplificador TONOS IC-5,Marcelo Yared,27,2022-07,,,,Julho/2022
