Artigo:,Autor:,Página,Edição:,Categoria:,Componentes:,Notas:,Data:
A Segurança com Alarmes Eletrônicos - I,,58,4,,,Início da série; alarmes para portas e janelas,Dezembro de 1984
Provador Dinâmico de Transistores e Diodos,,62,4,,,,Dezembro de 1984
Idéias & Dicas: simples sensor de proximidade utilizando integrados digitais CMOS,,69,4,,,,Dezembro de 1984
VU-Meter,Newton C. Braga,74,4,,,,Dezembro de 1984
Receptor Sensível para Ondas Curtas e PX,Newton C. Braga,2,5,,,"Super-regenerativo de 5 transistores, cobertura de 16 a 27 MHz",Janeiro de 1985
Linhas de Transmissão - I,Braz Marques Fontes,13,5,,,,Janeiro de 1985
Voltímetro Eletrônico Digital,Josir Cavalcanti,20,5,,,,Janeiro de 1985
Dado Eletrônico CMOS,Aquilino R. Leal,28,5,,,,Janeiro de 1985
Ouvindo Ondas Curtas,Laboratório Rádio e Eletrônica,40,5,,,,Janeiro de 1985
A Segurança com Alarmes Eletrônicos - II,,50,5,,,,Janeiro de 1985
Problemas Básicos de Eletrônica: circuitos simples de corrente contínua (II),,56,5,,,,Janeiro de 1985
"O que é o ""Hong Kong Government Standards and Calibration Laboratory""",,67,5,,,,Janeiro de 1985
Interferência elétrica,Apollon Fanzeres,69,5,,,,Janeiro de 1985
Usos para o 7400,,70,5,,,,Janeiro de 1985
Rádio Antigo,A. Fanzeres,76,5,,,Sir William Preece,Janeiro de 1985
Módulo de Potência Profissional de Áudio,Laboratório Rádio e Eletrônica,2,6,,,"90 a 130 W RMS, com circuito tonal e mixer para guitarra/violão",1985
O Osciloscópio,Josir Cavalcanti,15,6,,,,1985
Quatro Interfaces para o Sistema de Monitoração para Automóveis,,24,6,,,Complementa o sistema do nº 4,1985
O Uso do Injetor de Sinais,Newton C. Braga,32,6,,,,1985
Multiplicadores de Tensão,J. Martin,40,6,,,,1985
Problemas Básicos de Eletrônica: circuitos complexos,A. Fanzeres,42,6,,,Resistências em circuitos,1985
Tensão Ajustável de Reguladores Fixos,Robert Grossblatt,49,6,,,Torna variável a saída de integrados como o 7805,1985
Linhas de Transmissão - II,Braz Marques Fontes,52,6,,,,1985
Idéias & Dicas: expandindo memórias eletrônicas,,62,6,,,,1985
Pré-Amplificador para Microfone,Laboratório Rádio e Eletrônica,71,6,,,,1985
Modulação de Impulsos com o 555,Newton C. Braga,74,6,,,,1985
Alarme Fotoelétrico,J. Martin,2,7,,,,1985
Interruptor de Potência com Triac,Newton C. Braga,8,7,,,,1985
Sinalizador de Bicicleta,Newton C. Braga,10,7,,,Seta para bicicletas e carrinhos de brinquedo,1985
Enxota-Camundongo,,14,7,,,,1985
Medidor de Modulação para a Faixa do Cidadão,,17,7,,,,1985
Simulador de Presença,,22,7,,,Liga aparelhos em tempos programados,1985
Utilizando o Osciloscópio em Circuito de Áudio,,28,7,,,,1985
"Fonte de Alimentação Regulada, Ajustável e Protegida",,34,7,,,,1985
Alguns Projetos Usando o 555,,37,7,,,,1985
"Fonoclamas, Filtros, Caixas de Som: veja como é fácil projetá-los",David A. Lima,46,7,,,,1985
Como Funciona o Transistor Unijunção,,57,7,,,,1985
Aplicação para Transistores de Alta Tensão,,64,7,,,,1985
Indicador de Sintonia para FM,Rafael Leon Ponz,70,7,,,,1985
Idéias & Dicas: enrolando,,73,7,,,,1985
Transmissor Experimental para Onda A1,,75,7,,,,1985
Alarme por Ultra-Som,,2,9,,,,1985
Projetos de Drivers para Relés,,11,9,,,,1985
Como Ouvir VHF num Rádio de FM,,16,9,,,,1985
Pré-Ênfase e De-Ênfase,,19,9,,,,1985
Colaborando,,21,9,,,Seção de circuitos enviados por leitores,1985
Alarme sem Fio,,26,9,,,,1985
Ouvindo Ondas Curtas,Laboratório Rádio e Eletrônica,30,9,,,,1985
Análise de Circuitos de RF com o Osciloscópio,Josir Cavalcanti,36,9,,,,1985
Simples Comutador (por luz) de Lâmpadas Incandescentes,Aquilino R. Leal,43,9,,,,1985
Corujando VHF,,51,9,,,,1985
Recursos para Casar Impedâncias em Audiofrequências,David A. Lima,56,9,,,,1985
Redução de Tensão para Lâmpadas e Leds,Newton C. Braga,61,9,,,,1985
